code;plan;theme;titre;dispoCode;dispoTitre;public;objectifs;contenu;duree;effectif;abonnement
102614;ENS; NUMERIQUE EDUCATIF;TBI VPI : un allié pédagogique;25A0091144;NUME07 @ LES FORMATIONS EXPERTES;Enseignants du 2nd degré;Apprendre à utiliser le TBI afin de rendre ses cours plus attrayants. Comprendre et mettre en œuvre dans sa classe ses apports pédagogiques;"USAGES PEDAGOGIQUES DU NUMERIQUE
Cette formation vous permettra de comprendre et de mettre en œuvre dans sa classe le TBI ou VPI en exploitant tous ses atouts pédagogiques. Réfléchir sur la manière d'appréhender l'outil par rapport à un vidéoprojecteur. Apprendre les principales fonctionnalités de la barre d'outils, du logiciel pour mesurer les possibilités très étendues offertes à la pédagogie. Apprendre à adapter ses cours aux particularités graphiques de cet outil et à préparer en amont ses cours pour optimiser l'usage de l'outil.";4;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102614/tab/trainee/pill/individualTrainingPlan
102615;ENS; NUMERIQUE EDUCATIF;"PARCOURS MAGISTERE MODULE A - Escape game : s&#8217;échapper de la routine";25A0091144;NUME07 @ LES FORMATIONS EXPERTES;Enseignants du 2nd degré;Conception, expérimentation, mise en place et exploitation pédagogique d'escape games enrichis par le numérique, au service d'une pédagogie innovante, ludifiée et collaborative, mais toujours centrée sur les apprentissages.;"USAGES PEDAGOGIQUES DU NUMERIQUE
Concevoir un Escape Game, c'est organiser un espace de rencontre potentiel entre les élèves et les savoirs grâce au jeu. Notre formation proposera : (1)une expérimentation de différentes formes d'Escape Games afin de comprendre leurs principes, leurs mécanismes et leurs plus-values pédagogiques. (2)une réflexion sur l'intérêt de ludifier sa pédagogie. (3)la découverte et la prise en main d'outils numériques permettant d'apporter une vraie plus-value (tels que Genially, Learning Apps ou des cadenas numériques). (4)présentation et mise en pratique de techniques de conception permettant de ludifier ses supports. (5)la présentation de méthodes permettant la mise en place concrète d'Escape Games avec une classe entière. (6)la conception de scénarii pédagogiques ludifiants : Quelles étapes ?";2;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102615/tab/trainee/pill/individualTrainingPlan
102616;ENS; NUMERIQUE EDUCATIF;PARCOURS MAGISTERE MODULE B - Classe inversée, pédagogie renversante;25A0091144;NUME07 @ LES FORMATIONS EXPERTES;Enseignants du second degré;Quels sont les bénéfices de la pratique de la classe inversée pour mes élèves ? Comment concilier innovation pédagogique, différenciation, et individualisation. Quel peut être l'apport des outils numériques pour la pédagogie inversée ?;"USAGES PEDAGOGIQUES DU NUMERIQUE
Conception de capsules vidéo, travail en groupe, différenciation, apprentissage par les pairs : la pratique de la classe inversée permet de mettre en œuvre quelques-unes des innovations pédagogiques les plus marquantes de ces dernières décennies. Les stagiaires découvriront l'histoire de cette approche innovante et prennent connaissance des expérimentations menées depuis plusieurs décennies dans le monde entier. Ils prendront en main un certain nombre d'outils permettant la création, l'édition et le partage de capsules vidéo ainsi que différents types d'exerciciels. Après une réflexion collective sur les modalités possibles d'organisation du travail en groupe (îlots ludifiés / îlots bonifiés), on s'essaiera à l'élaboration de scenarii pédagogiques adaptés aux besoins de chacun.";2;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102616/tab/trainee/pill/individualTrainingPlan
102617;ENS; NUMERIQUE EDUCATIF;PARCOURS MAGISTERE MODULE C - Créer des capsules vidéos;25A0091144;NUME07 @ LES FORMATIONS EXPERTES;Enseignants du 2nd degré;Maîtrise technique de la vidéo, du son et de l'image. Création de contenus engageants et accessibles. Intégration efficace des vidéos dans l'enseignement.;"USAGES PEDAGOGIQUES DU NUMERIQUE
Cette formation équipe les enseignants du second degré, même débutants, pour créer des vidéos pédagogiques de qualité, favorisant ainsi une expérience d'apprentissage enrichie et inclusive. En utilisant des outils gratuits ou ceux présents dans l'ENT, les stagiaires pourront créer leurs propres ressources, capturer leur écran, exporter leurs vidéos et les publier de manière sécurisée dans leur espace de travail ou dans le portailapps du ministère. La vidéo est un moyen efficace pour engager les élèves et les conforter dans leurs apprentissages.";2;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102617/tab/trainee/pill/individualTrainingPlan
102618;ENS; NUMERIQUE EDUCATIF;PARCOURS MAGISTERE  MODULE D - TBI VPI : un allié pédagogique;25A0091144;NUME07 @ LES FORMATIONS EXPERTES;Enseignants du 2nd degré;Apprendre à utiliser le TBI afin de rendre ses cours plus attrayants. Comprendre et mettre en œuvre dans sa classe ses apports pédagogiques;"USAGES PEDAGOGIQUES DU NUMERIQUE
Cette formation vous permettra de comprendre et de mettre en œuvre dans sa classe le TBI ou VPI en exploitant tous ses atouts pédagogiques. Réfléchir sur la manière d'appréhender l'outil par rapport à un vidéoprojecteur. Apprendre les principales fonctionnalités de la barre d'outils, du logiciel pour mesurer les possibilités très étendues offertes à la pédagogie. Apprendre à adapter ses cours aux particularités graphiques de cet outil et à préparer en amont ses cours pour optimiser l'usage de l'outil.";2;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102618/tab/trainee/pill/individualTrainingPlan
102675;ENS; NUMERIQUE EDUCATIF;Un Pixathon c'est comprendre le projet PIX et la certification, vivre des ateliers de progression et passer une certification officielle.;25A0091159;NUME91 - PIXATHON : CONNAÎTRE LE PROJET PIX;Tous les enseignants 1er et 2nd degré mais aussi les personnels impliqués dans le projet PIX de l'établissement ou désirant se certifier.;Comprendre, vivre et préparer le projet PIX dans son établissement;"USAGES PEDAGOGIQUES DU NUMERIQUE
Explication du projet PIX et des nouveautés. Vivre et comprendre les différentes activités à proposer aux élèves. Passer une certification officielle et en analyser les résultats.";6;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102675/tab/trainee/pill/individualTrainingPlan
102676;ENS; NUMERIQUE EDUCATIF;Concevoir des scénarios et produire des vidéos 360° pour renforcer les compétences du 21ème siècle.;25A0091160;NUME92 - CONCEVOIR SCENARIO EXPERIENCE IMMERSIVE;Enseignants 1er et 2d degré, acteurs éducatifs, étudiants;Identifier les éléments pertinents d'un environnement, d'un événement. Produire le story board d'une vidéo 360° en intégrant la notion d'immersivité dans la réflexion. Concevoir une expérience immersive en anticipant les éléments marquants.;"USAGES PEDAGOGIQUES DU NUMERIQUE
Cette formation mobilise la valeur immersive de la vidéo 360° pour engager un travail de création des élèves. La production d'espaces immersifs nécessite d'approfondir la réflexion sur les éléments constitutifs et incite à un travail collaboratif et transversal.";5;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102676/tab/trainee/pill/individualTrainingPlan
102691;ENS; NUMERIQUE EDUCATIF;Certification PIX;25A0091162;NUME93 - CERTIFICATION PIX;Enseignants du 2d degré;Sessions de certification pour les enseignants;"USAGES PEDAGOGIQUES DU NUMERIQUE
Monter en compétences numériques";2;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102691/tab/trainee/pill/individualTrainingPlan
102693;ENS; NUMERIQUE EDUCATIF;Master class Citoyenneté numérique;25A0091164;NUME94 - MASTER CLASS CITOYENNETE NUMERIQUE;Personnels 1er et 2nd degrés : enseignants, personnels de direction, vie scolaire, référents académiques, formateurs, etc. ;Identifier les éléments pertinents d'un environnement, d'un événement. Produire le story board d'une vidéo 360° en intégrant la notion d'immersivité dans la réflexion. Concevoir une expérience immersive en anticipant les éléments marquants.;"USAGES PEDAGOGIQUES DU NUMERIQUE
Cette formation mobilise la valeur immersive de la vidéo 360° pour engager un travail de création des élèves. La production d'espaces immersifs nécessite d'approfondir la réflexion sur les éléments constitutifs et incite à un travail collaboratif et transversal.";6;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102693/tab/trainee/pill/individualTrainingPlan
101080;ENS; NUMERIQUE ET SCIENCES INFORMATIQUES;Usage de la plateforme collaborative Capytale en NSI;25A0090527;NSI_01 - USAGES PLATEFORME COLLABORATIVE NSI;"Les enseignants concernés par l'informatique en 
lycée";"La formation vise à développer l'usage de 
plateformes (collaboratives) et envisage la mise à 
disposition de ressources et le suivi des travaux 
des élèves de NSI";"NUMERIQUE ET SCIENCES INFORMATIQUES
Appropriation des services de plateforme type 
Capytale";9;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101080/tab/trainee/pill/individualTrainingPlan
101083;ENS; NUMERIQUE ET SCIENCES INFORMATIQUES;"Mise en place de projets autour de jeux vidéos permettant de travailler sur des notions de première et terminale avec un objectif de participer au concours ""la nuit du code""";25A0090529;NSI_02 - PROJET JEU VIDEO ET CONCOURS NUIT DU CODE;Professeurs en lycée destinés à l'enseignement de NSI en première et terminale;Mise en place de projets autour de jeux vidéos permettant de travailler sur des notions de première et terminale de façon ludique avec un objectif en fin d'année qui est le concours la nuit du code;"NUMERIQUE ET SCIENCES INFORMATIQUES
Prise en main pyxel et une présentation de l'insertion des projets dans une progression et la seconde pour une réalisation.
Les tableaux et dictionnaires (space_invaders), les tableaux de tableaux (dig dug), POO (multiballes), files (snake), graphe (Labyrinthe).";9;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101083/tab/trainee/pill/individualTrainingPlan
100870;ENS; PERFECTIONNEMENT LANGUE VIVANTE ETRANGERE;Oser enseigner en LVE de l'école au lycée au service des élèves;25A0090440;PLVE04 - OSER ENSEIGNER EN LVE;"Ils s'adressent à tous les personnels souhaitant s'informer sur les modalités (règlementaires et pratiques) d'enseignement d&#8217;une discipline en LVE et des modalités offertes pour le développement de leurs compétences en LVE.";Formation inter-degrés pour tous les enseignants non linguistes intéressés par l'enseignement en langue vivante étrangère d'une discipline de l'école au LGT ou LP. Dans le cadre du déploiement académique du Plan Langues Vivantes, piloté par la DGESCO, le groupe des référents académiques du Plan Langues Vivantes vient en appui aux différentes disciplines pour la promotion et la mise en place la plus large possible de l'enseignement EN langue vivante étrangère sur l'ensemble du parcours de l'élève. Inciter les enseignants à la certification complémentaire;"INTERLANGUES
Temps 2 des Rencontres Plan langues, les visioconférences s'efforceront de répondre aux attentes du public inscrit en tenant compte des lieux d'exercice, des parcours et de la discipline concernée. 
Les regroupements seront adaptés au public inscrit : possibilité de regroupements par langues, par disciplines (ou groupes de disciplines) ou encore par niveau d'enseignement (1er ou 2nd degré.
Ils s'efforceront de proposer un contenu qui soit complémentaire par rapport aux aux offres disciplinaires dans ce domaine.
Il s'agira également d'identifier le champ des possibles en fonction des territoires et de favoriser une exposition à la langue de façon régulière et au service d'une autre discipline. Croiser les enseignements et les pratiques.";3;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100870/tab/trainee/pill/individualTrainingPlan
100208;ENS; PERSONNELS D'EDUCATION;Assurer l'animation de l'équipe vie scolaire et organiser son activité;25A0090172;EDU_06 @ ASSURER ORGANISATION EQ VIE SCO NIV 1;cpe public volontaire;"améliorer le management du service pour contribuer à 
la politique de l'établissement";"ACCOMPAGNEMENT RH
comment, sous la responsabilité du chef 
d'établissement, améliorer l'organisation et 
l'animation du service de la vie scolaire au 
profit de la réussite, de la sécurité et de 
l'épanouissement des élèves?  
gérer l'équipe de vie scolaire, faire évoluer le 
service, appréhender les moments difficiles. 
la formation alternera apports scientifiques, 
mises en situations, et co-construction d'outils";15;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100208/tab/trainee/pill/individualTrainingPlan
100210;ENS; PERSONNELS D'EDUCATION;Renforcer le sentiment de justice scolaire pour améliorer le climat scolaire;25A0090173;EDU_07 @ RENFORCER SENTIMENT DE JUSTICE SCOLAIRE;à destination des cpe volontaires;"Connaître le cadre réglementaire régissant les 
punitions scolaires et procédures disciplinaires. 
Caractéristiques de la sanction éducative. 
- Définition de la justice en milieu scolaire et 
corrélation avec la qualité du climat. 
- Approche du concept d'autorité éducative.";"AIDE AUX APPRENTISSAGES (Y COMPRIS AIDE A L'ELEVE)
Principes généraux du droit, règlement intérieur, 
sursis, commission éducative, procédures 
disciplinaires, plan de lutte contre les violences 
scolaires. 
- Définition de la justice en milieu scolaire et 
apports de la recherche.  
- Réflexion sur les finalités de la sanction.
A destination des CPE volontaires de l'Académie 
ayant au moins 5 ans d'expérience";6;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100210/tab/trainee/pill/individualTrainingPlan
100212;ENS; PERSONNELS D'EDUCATION;EDU_08.A @ TRAVAILLER COMPETENCES PSYCHO-SOCIALES;25A0090174;EDU_08 @ TRAVAILLER COMPETENCES PSYCHO-SOCIALES;CPE;"Comprendre le lien entre l'acquisition des 
compétences psycho-sociales par les élèves et la 
pratique du CPE Interroger l'approche par 
compétences, l'évaluation et questionner le rôle 
pédagogique du 
CPE Faire le lien avec l'accrochage scolaire";"AUTRE CONTENU EDUC, FORMATION, ORGA, ACCOMP
La formation alternera des apports théoriques et des 
mises en pratique Travail sur les dispositifs 
permettant de travailler sur ces compétences. 
Comment intégrer ce travail dans le fonctionnement 
du service vie scolaire ?";9;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100212/tab/trainee/pill/individualTrainingPlan
100214;ENS; PERSONNELS D'EDUCATION;"Parcours : promouvoir l&#8217;égalité filles-garçons pour                                             améliorer le climat scolaire";25A0090175;EDU_09 @ PROMOUVOIR EGALITE FILLES-GARÇONS;"cpe de l'académie public volontaire avec au moins 5 
ans d'ancienneté";"-Dans le cadre des Valeurs de la République, 
s'approprier les enjeux éducatifs de la diffusion 
d'une culture d'égalité entre filles et garçons 
dans les établissements scolaires.
-Comment contribuer en tant que CPE à la promotion 
de l'égalité filles-garçons au sein de 
l'établissement scolaire lieu de socialisation, 
d'apprentissage et d'expérience de cette égalité?";"AUTRE CONTENU EDUC, FORMATION, ORGA, ACCOMP
-Cette formation alternera des apports théoriques, 
de la mutualisation d'expérience et des mises en 
pratiques.
-Acquisition de connaissances et de compétences 
dans le cadre de cette question transversale de 
l'égalité filles-garçons.
-Présentation des enjeux liés à la réussite 
scolaire, l'orientation, le climat scolaire...
-Prévention des comportements sexistes et des 
violences
-Présentation des référents académiques, des 
ressources et des partenaires mobilisables en EPLE
Public volontaire";6;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100214/tab/trainee/pill/individualTrainingPlan
100216;ENS; PERSONNELS D'EDUCATION;"EDU_10.A@ Construire et mettre en œuvre des situations éducatives en prenant en compte la diversité des  élèves incubateur de projets 
éducatifs";25A0090176;EDU_10 @ CPS PROJETS EDUCATIFS CREA LAB;à destination des cpe volontaires de l'Académie;"-Focus sur la créativité, une CPS et une compétence 
du XXIème siècle selon F. Taddéi /dimension 
laboratoire de ce dispositif de formation
Développer la créativité professionnelle et celle 
des élèves dans le cadre de la construction et de la 
mise en œuvre de projets éducatifs";"AUTRE CONTENU EDUC, FORMATION, ORGA, ACCOMP
-Work-shop de collaboration créative : incubateur de 
projets éducatifs, dimension laboratoire de ce 
dispositif de formation
-Développer la créativité des élèves pour le montage 
des projets inscrits au sein des parcours : 
Définition de la créativité CPS et compétence du 
XXIè siècle
-Evaluation du sentiment d'auto efficacité créative, 
-Présentation des micro et macroprocessus de la 
créativité
-Recherche du catalyseur de la créativité : la 
collaboration créative";12;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100216/tab/trainee/pill/individualTrainingPlan
100218;ENS; PERSONNELS D'EDUCATION;Cyber-citoyenneté;25A0090177;EDU_11 @ CYBER-CITOYENNETE;CPE;"Contribuer à la construction de compétences 
nécessaires à un usage éclairé et citoyen du 
numérique et des réseaux sociaux.";"AUTRE CONTENU EDUC, FORMATION, ORGA, ACCOMP
Les pratiques adolescentes en terme de numérique 
et de réseaux sociaux. Typologie des 
réseaux sociaux, présentation des réseaux sociaux 
les plus utilisés par les élèves.  
Enjeux sociologiques et éthiques. 
Principes juridiques qui s'appliquent sur le web 
et dans les pratiques numériques quotidiennes 
des élèves.  
Contribution à la conception et à la mise en 
œuvre de projets et d'actions en faveur d'un 
usage plus réfléchi et plus responsable du  
numérique et des réseaux sociaux.";15;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100218/tab/trainee/pill/individualTrainingPlan
100220;ENS; PERSONNELS D'EDUCATION;EDU_12 @ CPS RELATION CONFIANCE AVC FAMILLES;25A0090178;EDU_12 @ CPS RELATION CONFIANCE AVC FAMILLES;CPE;"-Comprendre l'intérêt du partenariat avec les 
familles et les collaborateurs institutionnels 
dans la réussite et l'épanouissement de l'élève. 
-Mettre en place des conditions favorables à 
l'accueil des familles. 
-Place dans la politique d'établissement. Créer le 
cercle vertueux de la confiance école-famille. 
-Établir une relation efficace avec les 
partenaires extérieurs en charge du soutien aux 
familles.";"AUTRE CONTENU EDUC, FORMATION, ORGA, ACCOMP
-Définition et évolution des notions de parentalité, 
de co-éducation et d'alliances éducatives : de la 
défiance au partenariat de confiance. 
-Écoute active et entretien d'aide (espace et temps) 
-La collaboration avec les partenaires acteurs de 
cette thématique.";6;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100220/tab/trainee/pill/individualTrainingPlan
100222;ENS; PERSONNELS D'EDUCATION;Assurer l'animation de l'équipe vie scolaire et organiser son activité;25A0090179;EDU_13 @ ANIMER REUNION EN TANT QUE CPE;cpe public volontaire;"accompagner le CPE à la préparation de la mise en 
œuvre de réunion en lien avec l'exercice de son 
métier
-Définir le rôle du CPE comme animateur, définir 
les modalités de communication, 
-Construire son déroulé de réunion";"ACCOMPAGNEMENT RH
À travers des apports théoriques et des mises en 
situation professionnelles :
-Définir des objectifs de la réunion 
-Proposer les actions nécessaires à la bonne 
conduite de la réunion, ainsi que la gestion des 
échanges 
-Planifier déroulement de la réunion (gestion du 
temps, gestion des conflits, gestion de la prise 
de parole) 
-Proposer des exemples de techniques d'animation 
de réunion 
-Formaliser les compte-rendus par des écrits";3;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100222/tab/trainee/pill/individualTrainingPlan
100224;ENS; PERSONNELS D'EDUCATION;Assurer l'animation de l'équipe vie scolaire et organiser son activité;25A0090180;EDU_05 @ OUTIL IA POUR VIE SCOLAIRE;cpe public volontaire;"-Aborder sous forme d'un table ronde plusieurs 
questions autour de l'IA en lien avec le métier de 
CPE
-Table ronde constituée de CPE, de pédagogues et 
d'acteurs académiques en lien avec le pilotage du 
numérique.";"ACCOMPAGNEMENT RH
-Echanges de points de vue autour de questions en 
lien avec la thématique : 
L'IA peut-elle assister le CPE ? Existe-t-il une 
place pour l'IA dans les bureaux de la vie 
scolaire ? Les CPE ont-ils intérêt à s'emparer de 
cet outil pour les aider dans certaines tâches? 
Quelles conséquences sur la relation entre acteurs 
de la communauté éducative ? les questions 
éthiques ?";2;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100224/tab/trainee/pill/individualTrainingPlan
102754;ENS; PERSONNELS D'EDUCATION;Assurer l'animation de l'équipe vie scolaire et organiser son activité;25A0091187;EDU_15 @ INTELLIGENCE COLLECTIVE ET IA;cpe public volontaire;"Mes objectifs étaient de stimuler la créativité et 
la collaboration des élèves grâce à l'intelligence 
collective et à l'IA, et de concevoir des 
séquences 
éducatives innovantes et adaptées à leurs besoins. 
J'ai également souhaité sensibiliser les élèves 
aux 
enjeux éthiques liés à l'usage de l'IA.";"ACCOMPAGNEMENT RH
Lors de ce stage, j'ai exploré comment 
l'intelligence collective, la créativité en groupe 
et l'intelligence artificielle permettent de 
concevoir des séquences d'animation et des projets 
éducatifs innovants. Grâce à des outils d'IA, les 
élèves ont pu créer, collaborer et personnaliser 
leurs apprentissages, tout en développant leur 
esprit critique et leur créativité. Ce stage m'a 
permis de mettre en place des activités 
originales, 
adaptées aux besoins de chacun, et de sensibiliser 
les élèves aux enjeux éthiques du numérique.";18;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102754/tab/trainee/pill/individualTrainingPlan
101799;ENS; PHILOSOPHIE;L'urgence;25A0090833;PHI_01 - CULTURE PHILOSOPHIQUE;Professeurs de Philosophie de l'académie.;L'urgence, autrefois associée à des situations exceptionnelles, semble être devenue un phénomène structurant de nos sociétés contemporaines, au point de devenir la norme jusque dans notre rapport subjectif et intime au temps. Comment comprendre et analyser un tel phénomène ?;"PHILOSOPHIE
Les nombreuses problématiques soulevées par la notion d'urgence seront discutées au sein de cette formation (la tension entre action immédiate et réflexion et délibération ; l'instrumentalisation politique de l'urgence ; la relation entre la notion de crise et d'urgence ; la question du protocole dans l'urgence ; l'urgence comme possible condition d'action face à la procrastination ; l'articulation entre le temps de l'urgence et le temps de la philosophie, entre l'agir et le penser...), soulignant par là l'intérêt de cette notion comme opérateur problématique pour interroger certaines des notions du programme de philosophie de Terminale.";4;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101799/tab/trainee/pill/individualTrainingPlan
101800;ENS; PHILOSOPHIE;Le corps féminin à l'époque moderne : lectures de Poulain de la Barre;25A0090833;PHI_01 - CULTURE PHILOSOPHIQUE;Professeurs de Philosophie de l'académie.;L'étude des textes de Poulain de la Barre est particulièrement intéressante pour les élèves de Terminale dans le cadre du programme de philosophie, car elle permet de comprendre comment la rupture cartésienne avec la scolastique au XVIIe siècle a conduit à une pensée plus égalitaire des sexes, en remettant en question les conceptions inégalitaires et misogynes du corps féminin.;"PHILOSOPHIE
Mais alors, comment définir le corps féminin ? Les différences observées entre les sexes sont-elles uniquement dues à des pratiques culturelles, comme le propose Poulain de la Barre ? Marie-Frédérique Pellegrin expliquera comment ont émergé à l'époque moderne ces problématiques.";4;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101800/tab/trainee/pill/individualTrainingPlan
101801;ENS; PHILOSOPHIE;La démocratie;25A0090833;PHI_01 - CULTURE PHILOSOPHIQUE;Professeurs de philosophie;Dès l'origine, la philosophie à interrogé le régime démocratique, ses bienfaits et ses faiblesses. De l'Athènes antique à aujourd'hui, ce régime a été confronté à l'histoire, aux évolutions culturelles, sociales et économiques et en a sans doute été transformé, tout comme la pensée de la démocratie. Comment la philosophie politique contemporaine pense ces évolutions ? Quelles sont les apories de la démocratie contemporaine ?;"PHILOSOPHIE
Dès l'origine, la philosophie à interrogé le régime démocratique, ses bienfaits et ses faiblesses. De l'Athènes antique à aujourd'hui, ce régime a été confronté à l'histoire, aux évolutions culturelles, sociales et économiques et en a sans doute été transformé, tout comme la pensée de la démocratie. Comment la philosophie politique contemporaine pense ces évolutions ? Quelles sont les apories de la démocratie contemporaine ?";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101801/tab/trainee/pill/individualTrainingPlan
101803;ENS; PHILOSOPHIE;Penser l'intelligence artificielle;25A0090833;PHI_01 - CULTURE PHILOSOPHIQUE;Professeurs de philosophie;État de la réflexion philosophique et scientifique sur l'avènement de l'IA dans le paysage éducatif comme dans le monde du travail et de la culture : identification du phénomène, prise de hauteur grâce à une approche informée et critique.;"PHILOSOPHIE
L'objectif est d'acquérir un point de vue panoramique sur les recherches actuelles dans le domaine de l'IA. Dans cette perspective, chaque webinaire abordera le ou les texte(s) important(s) d'un chercheur, en synthétisera les enjeux et en proposera une mise en perspective.";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101803/tab/trainee/pill/individualTrainingPlan
101804;ENS; PHILOSOPHIE;Penser autrement la dissertation;25A0090835;PHI_03 - PRATIQ PEDAGOGIQUES - APPROFONDISSEMENT;Enseignants de philosophie;Réfléchir aux finalités de cet exercice canonique et varier les modalités d'entrainement.;"PHILOSOPHIE
Si la dissertation est un exercice académique qui suppose pour l'élève de se soumettre à certaines règles et qui génère chez le professeur certains attendus, elle n'en reste pas moins un exercice où la pensée doit trouver sa forme. Comment penser ses différentes formes et comment entraîner les élèves pour qu'ils soient en mesure de restituer leur pensée?";5;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101804/tab/trainee/pill/individualTrainingPlan
101805;ENS; PHILOSOPHIE;Philosophie et IA : Le travail à la maison à l'heure des robots conversationnels;25A0090835;PHI_03 - PRATIQ PEDAGOGIQUES - APPROFONDISSEMENT;Professeurs de Philosophie de l'académie.;Formation à l'IA pour un usage raisonné et critique (monter en compétence dans la maitrise des outils), échanges de pratiques destinées à accompagner le nécessaire travail personnel des élèves, y compris sur temps libre.;"PHILOSOPHIE
L'objectif de cette formation consiste à acquérir des connaissances pratiques sur l'IA afin d'accompagner les élèves dans la rédaction de leurs travaux, en classe comme à la maison.";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101805/tab/trainee/pill/individualTrainingPlan
100841;ENS; PHYSIQUE CHIMIE ELECTRICITE;La classe flexible en physique-chimie;25A0090429;SPH_06 @  LA CLASSE FLEXIBLE;Enseignants de physique-chimie collège et lycée;"- Définition de la classe flexible
- Découvrir le matériel nécessaire pour réaliser une classe flexible
- Repenser l'agencement de son laboratoire pour amener à une classe flexible
- Découvrir d'autres manières d'enseigner entrant dans le cadre d'une classe flexible (classe puzzle + révisions autonomes)
- Réaliser une séance / séquence flexible
- Retours d'expérience pour améliorer et perfectionner ce qui a été entrepris";"PHYSIQUE-CHIMIE
Depuis quelques années, nous entendons parler de «classes flexibles», notamment dans les classes primaires, puis dans les lycées professionnels. Le besoin de mobilité de nos élèves n'a jamais été aussi présent qu'à ce jour.
La classe flexible permet aux élèves de bouger, d'expérimenter, de choisir, de devenir autonome, tout en étant encadré par l'enseignant dans un climat de bienveillance et d'écoute.
Au cours de cette formation, après un court point théorique, nous vous proposerons nos retours d'expérience de nos laboratoires flexibles et nous donnerons des outils pratiques vous permettant de vous lancer en toute sérénité dans cette nouvelle façon d'enseigner, qui n'a plus à prouver son efficacité auprès de nos élèves et des enseignants.";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100841/tab/trainee/pill/individualTrainingPlan
